epoch,step,train_accur,train_loss,training_accur_epoch_mean,training_loss_epoch_mean,val_accur,val_loss,validation_accur_epoch_mean,validation_loss_epoch_mean
0,3999,0.0,-1.029859504342312e-06,,,,,,
0,4049,1.0,-0.9787036776542664,,,,,,
0,4099,1.0,-0.5246632099151611,,,,,,
0,4149,0.0,-1.625393508675188e-08,,,,,,
0,4199,0.0,-4.161968547577999e-08,,,,,,
0,4249,0.0,-5.5333746473706924e-08,,,,,,
0,4299,0.0,-1.6450704265480454e-07,,,,,,
0,4349,0.0,-0.0056285192258656025,,,,,,
0,4399,0.0,-8.486338742841326e-08,,,,,,
0,4449,0.0,-1.8287037661934846e-08,,,,,,
0,4499,0.0,-3.5560179867388797e-07,,,,,,
0,4549,0.0,-8.616108061687555e-06,,,,,,
0,4599,0.0,-5.64065949504311e-09,,,,,,
0,4649,1.0,-0.9812173843383789,,,,,,
0,4699,0.0,-1.8320697563467547e-06,,,,,,
0,4749,0.0,-9.596948302714736e-08,,,,,,
0,4799,1.0,-0.9996258020401001,,,,,,
0,4849,0.0,-5.270846870075729e-09,,,,,,
0,4899,1.0,-0.8804816007614136,,,,,,
0,4949,0.0,-0.00029952116892673075,,,,,,
0,4999,0.0,-1.0824335561210319e-07,,,,,,
0,5049,0.0,-5.276554020383628e-07,,,,,,
0,5099,0.0,-1.158546680812833e-08,,,,,,
0,5149,0.0,-2.0444934634156198e-08,,,,,,
0,5199,0.0,-0.005318628624081612,,,,,,
0,5249,0.0,-1.4279567039920948e-07,,,,,,
0,5299,0.0,-4.7295779381784087e-07,,,,,,
0,5349,0.0,-1.6511670537511236e-06,,,,,,
0,5399,0.0,-1.881559086314155e-08,,,,,,
0,5449,0.0,-2.284629374571523e-09,,,,,,
0,5499,0.0,-2.9167971149490768e-08,,,,,,
0,5549,0.0,-3.424955139053054e-06,,,,,,
0,5599,0.0,-3.865117947920993e-10,,,,,,
0,5649,0.0,-0.00014300014299806207,,,,,,
0,5699,1.0,-0.9944894313812256,,,,,,
0,5749,0.0,-4.2837658838834614e-05,,,,,,
0,5799,0.0,-0.16354575753211975,,,,,,
0,5849,1.0,-0.9971591234207153,,,,,,
0,5899,0.0,-0.00022624006669502705,,,,,,
0,5949,0.0,-1.1066213723154306e-08,,,,,,
0,5999,0.0,-2.866746910967777e-07,,,,,,
0,6049,0.0,-7.918448119426102e-08,,,,,,
0,6099,1.0,-0.9961877465248108,,,,,,
0,6149,0.0,-1.6238656144196284e-06,,,,,,
0,6199,0.0,-1.3461603387554533e-08,,,,,,
0,6249,0.0,-5.717438522623297e-09,,,,,,
0,6299,0.0,-1.2256929693421625e-08,,,,,,
0,6349,0.0,-0.0004529807192739099,,,,,,
0,6399,0.0,-2.90441477091008e-07,,,,,,
0,6449,0.0,-3.389472036374741e-09,,,,,,
0,6499,0.0,-1.0633790736847004e-07,,,,,,
0,6549,1.0,-0.9998000264167786,,,,,,
0,6599,0.0,-0.0005305015365593135,,,,,,
0,6649,0.0,-1.7896677917406123e-08,,,,,,
0,6699,0.0,-8.297483589103649e-08,,,,,,
0,6749,0.0,-1.4398479741828396e-08,,,,,,
0,6799,0.0,-1.1505046693116583e-08,,,,,,
0,6849,0.0,-8.393774919568386e-08,,,,,,
0,6899,1.0,-0.9872968196868896,,,,,,
0,6949,0.0,-2.2335053945221617e-11,,,,,,
0,6999,1.0,-0.980647623538971,,,,,,
0,7049,0.0,-1.6552824388949006e-10,,,,,,
0,7099,0.0,-1.9221567981730914e-07,,,,,,
0,7149,0.0,-1.5918456552910243e-09,,,,,,
0,7199,0.0,-3.930505643179316e-10,,,,,,
0,7249,0.0,-5.958578913123347e-05,,,,,,
0,7299,1.0,-0.9690691828727722,,,,,,
0,7349,1.0,-0.997880220413208,,,,,,
0,7399,0.0,-5.208423203839629e-07,,,,,,
0,7449,1.0,-0.9997926354408264,,,,,,
0,7499,0.0,-6.914722683326602e-10,,,,,,
0,7549,0.0,-5.797714038635604e-06,,,,,,
0,7599,0.0,-3.6322053347248584e-05,,,,,,
0,7649,0.0,-5.7405157016798825e-11,,,,,,
0,7699,1.0,-0.30202460289001465,,,,,,
0,7749,0.0,-8.399092532584973e-11,,,,,,
0,7799,1.0,-0.9990481734275818,,,,,,
0,7849,1.0,-0.999920129776001,,,,,,
0,7899,0.0,-3.1858625959557685e-08,,,,,,
0,7949,0.0,-3.846391607997823e-11,,,,,,
0,7999,0.0,-3.167734519138321e-09,,,,,,
0,8049,1.0,-0.9987427592277527,,,,,,
0,8099,1.0,-0.9717564582824707,,,,,,
0,8149,1.0,-0.9991769194602966,,,,,,
0,8199,0.0,-0.026624510064721107,,,,,,
0,8249,1.0,-0.9465548992156982,,,,,,
0,8299,0.0,-2.6699578370426025e-07,,,,,,
0,8349,1.0,-0.9947205781936646,,,,,,
0,8399,0.0,-3.618658084292292e-08,,,,,,
0,8449,0.0,-0.000594619894400239,,,,,,
0,8499,0.0,-9.782876020381082e-08,,,,,,
0,8549,0.0,-2.115782763212337e-06,,,,,,
0,8599,1.0,-0.9977509379386902,,,,,,
0,8649,0.0,-6.013622932954377e-10,,,,,,
0,8699,0.0,-2.547479727166291e-10,,,,,,
0,8749,0.0,-9.214821972136633e-08,,,,,,
0,8799,0.0,-7.199390417156337e-09,,,,,,
0,8849,0.0,-2.9488829156321117e-09,,,,,,
0,8899,0.0,-6.4182597014905696e-09,,,,,,
0,8949,0.0,-0.0033767453860491514,,,,,,
0,8999,0.0,-2.7056458407059836e-08,,,,,,
0,9049,0.0,-5.662773377925097e-14,,,,,,
0,9099,0.0,-8.851679389465517e-09,,,,,,
0,9149,0.0,-1.5675954978533468e-09,,,,,,
0,9199,0.0,-5.84921555635276e-11,,,,,,
0,9249,0.0,-6.272314223565445e-09,,,,,,
0,9299,0.0,-1.6679720715728763e-08,,,,,,
0,9349,0.0,-3.642452311991562e-11,,,,,,
0,9399,0.0,-8.73209948792919e-09,,,,,,
0,9449,1.0,-0.9915516376495361,,,,,,
0,9499,1.0,-0.8016049861907959,,,,,,
0,9549,0.0,-1.8705689441844697e-08,,,,,,
0,9599,0.0,-2.007187055452775e-10,,,,,,
0,9649,0.0,-1.814157268853478e-09,,,,,,
0,9699,1.0,-0.9953395128250122,,,,,,
0,9749,1.0,-0.7751892805099487,,,,,,
0,9799,0.0,-7.51031459245155e-11,,,,,,
0,9849,0.0,-2.528220410802362e-10,,,,,,
0,9899,0.0,-8.058931993959462e-11,,,,,,
0,9949,0.0,-1.5431685877059786e-12,,,,,,
0,9999,0.0,-2.668248022530406e-08,,,,,,
0,10049,0.0,-7.519708744574416e-10,,,,,,
0,10099,0.0,-1.490114420743538e-10,,,,,,
0,10149,0.0,-1.4146342430798597e-10,,,,,,
0,10199,0.0,-0.026720691472291946,,,,,,
0,10249,1.0,-0.9846833348274231,,,,,,
0,10299,0.0,-1.617381606422441e-08,,,,,,
0,10349,1.0,-0.8897845149040222,,,,,,
0,10399,0.0,-1.5659178597901557e-12,,,,,,
0,10449,1.0,-0.99856036901474,,,,,,
0,10499,1.0,-0.9999991655349731,,,,,,
0,10549,0.0,-0.0013312565861269832,,,,,,
0,10599,1.0,-0.9618855714797974,,,,,,
0,10649,0.0,-6.86576173691833e-09,,,,,,
0,10699,0.0,-8.234058768152863e-09,,,,,,
0,10749,0.0,-1.2046406094867734e-09,,,,,,
0,10799,0.0,-2.3128070292255387e-10,,,,,,
0,10849,0.0,-6.126713802956374e-09,,,,,,
0,10899,0.0,-1.297900537045038e-10,,,,,,
0,10949,0.0,-0.10565745085477829,,,,,,
0,10999,0.0,-0.2709870934486389,,,,,,
0,11049,0.0,-2.6770155159283604e-07,,,,,,
0,11099,0.0,-6.487642367769553e-11,,,,,,
0,11149,1.0,-0.890355110168457,,,,,,
0,11199,0.0,-4.771329165098592e-12,,,,,,
0,11249,1.0,-0.9999874830245972,,,,,,
0,11299,0.0,-4.6090063189618835e-12,,,,,,
0,11349,0.0,-8.371979498544846e-11,,,,,,
0,11399,0.0,-4.426085276065805e-09,,,,,,
0,11449,0.0,-1.6474156760981629e-10,,,,,,
0,11499,0.0,-2.245848368387371e-10,,,,,,
0,11549,1.0,-0.9952860474586487,,,,,,
0,11599,0.0,-3.13346182334584e-10,,,,,,
0,11649,0.0,-0.3479215204715729,,,,,,
0,11699,0.0,-3.1434754105275076e-11,,,,,,
0,11749,0.0,-0.00934396218508482,,,,,,
0,11799,0.0,-1.2631033996512997e-08,,,,,,
0,11849,0.0,-2.6960111920715235e-09,,,,,,
0,11899,1.0,-0.999975323677063,,,,,,
0,11949,0.0,-3.1690308710530246e-10,,,,,,
0,11999,1.0,-0.9997580647468567,,,,,,
0,12049,0.0,-7.846267038869037e-13,,,,,,
0,12099,1.0,-0.99997878074646,,,,,,
0,12149,0.0,-0.1799878031015396,,,,,,
0,12199,0.0,-7.30572893847814e-11,,,,,,
0,12249,0.0,-3.4245789537479254e-10,,,,,,
0,12299,0.0,-9.491610342138301e-08,,,,,,
0,12349,1.0,-0.9999998807907104,,,,,,
0,12399,0.0,-2.0970574235446016e-11,,,,,,
0,12449,0.0,-1.525474968566698e-09,,,,,,
0,12499,0.0,-2.908599194828554e-10,,,,,,
0,12549,0.0,-6.19272966240203e-11,,,,,,
0,12599,0.0,-1.1661779808491701e-07,,,,,,
0,12649,1.0,-0.9993938207626343,,,,,,
0,12699,0.0,-1.6629824687447448e-12,,,,,,
0,12749,1.0,-0.9767671227455139,,,,,,
0,12799,0.0,-0.008995507843792439,,,,,,
0,12849,0.0,-1.7532287843735617e-09,,,,,,
0,12899,0.0,-1.9742844858949837e-10,,,,,,
0,12949,0.0,-1.5385411000767846e-10,,,,,,
0,12999,1.0,-0.9999995231628418,,,,,,
0,13049,0.0,-2.1779185122028366e-09,,,,,,
0,13099,0.0,-7.196668608266954e-12,,,,,,
0,13149,0.0,-0.0001648667239351198,,,,,,
0,13199,1.0,-0.999883770942688,,,,,,
0,13249,1.0,-0.9998984336853027,,,,,,
0,13299,1.0,-0.9999188184738159,,,,,,
0,13349,1.0,-0.9999815225601196,,,,,,
0,13399,0.0,-1.2297135532080006e-09,,,,,,
0,13449,0.0,-4.4704236756842874e-08,,,,,,
0,13499,1.0,-0.999997615814209,,,,,,
0,13549,0.0,-5.167942740413878e-10,,,,,,
0,13599,1.0,-0.9987568855285645,,,,,,
0,13649,0.0,-4.4884893024565997e-10,,,,,,
0,13699,0.0,-2.260679057147774e-12,,,,,,
0,13749,0.0,-1.7372649152580522e-10,,,,,,
0,13799,0.0,-9.859334702821965e-12,,,,,,
0,13849,0.0,-9.152389957023388e-11,,,,,,
0,13899,1.0,-0.9972296357154846,,,,,,
0,13949,0.0,-2.2692503258425756e-12,,,,,,
0,13999,0.0,-4.584760002201982e-11,,,,,,
0,14049,0.0,-2.8152070952192076e-11,,,,,,
0,14099,0.0,-0.19906263053417206,,,,,,
0,14149,0.0,-0.2953636944293976,,,,,,
0,14199,0.0,-2.0643145179355393e-11,,,,,,
0,14249,1.0,-0.9999459981918335,,,,,,
0,14299,0.0,-8.622517305191535e-13,,,,,,
0,14349,1.0,-1.0,,,,,,
0,14399,1.0,-1.0,,,,,,
0,14449,0.0,-5.015080573045338e-10,,,,,,
0,14499,1.0,-0.9997943043708801,,,,,,
0,14549,0.0,-3.8169920002495417e-10,,,,,,
0,14599,0.0,-5.669809066688458e-11,,,,,,
0,14649,1.0,-0.9997218251228333,,,,,,
0,14699,0.0,-1.046598585574543e-09,,,,,,
0,14749,0.0,-0.006385709159076214,,,,,,
0,14799,0.0,-0.3561203181743622,,,,,,
0,14849,1.0,-0.9872660636901855,,,,,,
0,14899,0.0,-4.7592818575026286e-11,,,,,,
0,14949,0.0,-0.022342754527926445,,,,,,
0,14999,1.0,-0.9999970197677612,,,,,,
0,15049,0.0,-2.73089773017432e-10,,,,,,
0,15099,1.0,-0.9998179078102112,,,,,,
0,15149,0.0,-0.07871076464653015,,,,,,
0,15199,1.0,-0.9948598146438599,,,,,,
0,15249,0.0,-0.05486370623111725,,,,,,
0,15299,0.0,-1.4511382373516568e-10,,,,,,
0,15349,0.0,-3.695191652663965e-10,,,,,,
0,15399,0.0,-0.0004615643701981753,,,,,,
0,15449,0.0,-1.4380209904629737e-05,,,,,,
0,15499,1.0,-0.9891055226325989,,,,,,
0,15549,0.0,-1.4838718795373573e-11,,,,,,
0,15599,1.0,-0.9220355749130249,,,,,,
0,15649,1.0,-0.9949228167533875,,,,,,
0,15699,0.0,-2.123282740740251e-07,,,,,,
0,15749,1.0,-0.9994926452636719,,,,,,
0,15799,1.0,-0.8494341969490051,,,,,,
0,15849,0.0,-2.5617940060951305e-11,,,,,,
0,15899,0.0,-4.824783151127776e-13,,,,,,
0,15949,0.0,-2.058525225279162e-11,,,,,,
0,15999,0.0,-1.4052584616786046e-11,,,,,,
0,16049,0.0,-2.865604142865408e-10,,,,,,
0,16099,0.0,-5.853576651171366e-11,,,,,,
0,16149,0.0,-1.0730132089520339e-06,,,,,,
0,16199,1.0,-0.9999186992645264,,,,,,
0,16249,0.0,-2.8301336968405977e-11,,,,,,
0,16299,0.0,-0.33294740319252014,,,,,,
0,16349,0.0,-6.592477258537954e-11,,,,,,
0,16399,0.0,-1.2793353182383171e-11,,,,,,
0,16449,0.0,-4.136964992795811e-09,,,,,,
0,16499,0.0,-1.3467413897396904e-14,,,,,,
0,16549,0.0,-8.708974839032046e-13,,,,,,
0,16599,0.0,-3.8212097375200926e-10,,,,,,
0,16649,1.0,-0.9994375109672546,,,,,,
0,16699,0.0,-7.433917576567944e-14,,,,,,
0,16749,0.0,-1.5268121836276016e-11,,,,,,
0,16799,0.0,-4.883697329205461e-05,,,,,,
0,16849,1.0,-0.9940387010574341,,,,,,
0,16899,0.0,-0.12473298609256744,,,,,,
0,16949,0.0,-1.409899505233625e-05,,,,,,
0,16999,0.0,-7.071526524071725e-13,,,,,,
0,17049,1.0,-0.9999831914901733,,,,,,
0,17099,1.0,-0.9999839067459106,,,,,,
0,17149,0.0,-2.110319037573749e-11,,,,,,
0,17199,0.0,-1.1906938109096377e-12,,,,,,
0,17249,1.0,-0.4972151815891266,,,,,,
0,17299,0.0,-3.381931540369365e-11,,,,,,
0,17349,1.0,-0.9999566078186035,,,,,,
0,17399,0.0,-2.3851883670738226e-14,,,,,,
0,17449,0.0,-4.3831356322243664e-09,,,,,,
0,17499,1.0,-0.970280647277832,,,,,,
0,17549,0.0,-7.265374968312699e-09,,,,,,
0,17599,0.0,-4.5674724419297874e-11,,,,,,
0,17649,0.0,-0.021629178896546364,,,,,,
0,17699,0.0,-1.4613740773050665e-10,,,,,,
0,17749,1.0,-0.9996955394744873,,,,,,
0,17799,1.0,-0.999803364276886,,,,,,
0,17849,0.0,-4.519297195043452e-14,,,,,,
0,17899,0.0,-4.507335043396621e-12,,,,,,
0,17949,1.0,-0.9961661100387573,,,,,,
0,17999,0.0,-3.4336316012684165e-09,,,,,,
0,18049,0.0,-2.2129782381585805e-11,,,,,,
0,18099,1.0,-0.9999319314956665,,,,,,
0,18149,1.0,-0.9729428291320801,,,,,,
0,18199,1.0,-0.9885118007659912,,,,,,
0,18249,0.0,-3.704531473247563e-11,,,,,,
0,18299,0.0,-1.4806332160333113e-07,,,,,,
0,18349,0.0,-1.7896265025463265e-10,,,,,,
0,18399,1.0,-0.9986850619316101,,,,,,
0,18449,0.0,-1.3182596347860454e-08,,,,,,
0,18499,0.0,-4.5997666120456415e-08,,,,,,
0,18549,1.0,-0.9972514510154724,,,,,,
0,18599,0.0,-1.8531609580207942e-10,,,,,,
0,18649,0.0,-1.8056486861262044e-10,,,,,,
0,18699,0.0,-1.4889285984698297e-11,,,,,,
0,18749,0.0,-0.23751910030841827,,,,,,
0,18799,1.0,-0.9999401569366455,,,,,,
0,18849,1.0,-0.9999986886978149,,,,,,
0,18899,1.0,-0.8583709001541138,,,,,,
0,18949,1.0,-0.35937198996543884,,,,,,
0,18999,0.0,-8.148089980508644e-10,,,,,,
0,19049,1.0,-0.9991286396980286,,,,,,
0,19099,1.0,-0.9999972581863403,,,,,,
0,19149,0.0,-4.915824344808861e-11,,,,,,
0,19199,0.0,-1.042458437280902e-12,,,,,,
0,19249,0.0,-1.586119857677204e-08,,,,,,
0,19299,0.0,-2.9302327925195826e-11,,,,,,
0,19349,0.0,-2.4535279363746554e-10,,,,,,
0,19399,0.0,-4.187513391595843e-10,,,,,,
0,19449,0.0,-1.4738660070179321e-07,,,,,,
0,19499,0.0,-5.589388327176259e-12,,,,,,
0,19549,0.0,-1.1115255417470937e-11,,,,,,
0,19599,1.0,-0.9999998807907104,,,,,,
0,19649,0.0,-1.1095965118945728e-10,,,,,,
0,19699,1.0,-0.9999128580093384,,,,,,
0,19749,1.0,-0.9999723434448242,,,,,,
0,19799,0.0,-0.2733280062675476,,,,,,
0,19849,0.0,-1.2216354663974194e-11,,,,,,
0,19899,1.0,-0.7221081852912903,,,,,,
0,19949,0.0,-5.040913975302985e-13,,,,,,
0,19999,1.0,-0.5956527590751648,,,,,,
0,20049,1.0,-0.9999983310699463,,,,,,
0,20099,0.0,-8.025047640303207e-12,,,,,,
0,20149,0.0,-0.3023640811443329,,,,,,
0,20199,1.0,-0.9999380111694336,,,,,,
0,20249,0.0,-1.8628175391111057e-11,,,,,,
0,20299,1.0,-0.9999127388000488,,,,,,
0,20349,0.0,-9.794436095500458e-12,,,,,,
0,20399,0.0,-5.481870513079912e-10,,,,,,
0,20449,0.0,-2.7869349623205197e-12,,,,,,
0,20499,1.0,-0.9987165927886963,,,,,,
0,20549,1.0,-0.9999943971633911,,,,,,
0,20599,1.0,-0.5383427739143372,,,,,,
0,20649,1.0,-0.8671802282333374,,,,,,
0,20699,0.0,-6.461163337689868e-08,,,,,,
0,20749,1.0,-0.9999971389770508,,,,,,
0,20799,0.0,-8.78293271444619e-11,,,,,,
0,20849,1.0,-0.9854198098182678,,,,,,
0,20899,0.0,-5.889636695011191e-11,,,,,,
0,20949,0.0,-8.763712845694105e-12,,,,,,
0,20999,0.0,-2.8961449124315086e-12,,,,,,
0,21049,0.0,-0.0036784156691282988,,,,,,
0,21099,0.0,-9.802382802757536e-15,,,,,,
0,21149,1.0,-0.9999990463256836,,,,,,
0,21199,0.0,-2.1489820339892773e-11,,,,,,
0,21249,1.0,-0.9999805688858032,,,,,,
0,21299,0.0,-1.1991275160327941e-11,,,,,,
0,21349,0.0,-2.0902142516820987e-10,,,,,,
0,21399,0.0,-3.4502406492812124e-14,,,,,,
0,21449,0.0,-0.026466529816389084,,,,,,
0,21499,1.0,-0.9999741315841675,,,,,,
0,21549,1.0,-0.9999570846557617,,,,,,
0,21599,0.0,-0.3094424605369568,,,,,,
0,21649,1.0,-0.9997102618217468,,,,,,
0,21699,1.0,-0.9999459981918335,,,,,,
0,21749,1.0,-0.8773363828659058,,,,,,
0,21799,0.0,-1.694373419347528e-09,,,,,,
0,21849,1.0,-0.9999980926513672,,,,,,
0,21899,0.0,-0.08713556826114655,,,,,,
0,21949,0.0,-4.3125496229645677e-11,,,,,,
0,21999,1.0,-0.9999997615814209,,,,,,
0,22049,1.0,-0.9999493360519409,,,,,,
0,22099,0.0,-0.0009165450464934111,,,,,,
0,22149,0.0,-1.844967754960347e-12,,,,,,
0,22199,0.0,-1.997122751618008e-07,,,,,,
0,22249,0.0,-0.0023218425922095776,,,,,,
0,22299,0.0,-2.4049234825795907e-12,,,,,,
0,22349,0.0,-3.6948791465665765e-13,,,,,,
0,22399,0.0,-0.0001953438186319545,,,,,,
0,22449,1.0,-0.9999533891677856,,,,,,
0,22499,1.0,-0.9983445405960083,,,,,,
0,22549,1.0,-0.999687910079956,,,,,,
0,22599,0.0,-5.410258308557721e-16,,,,,,
0,22649,0.0,-2.7340356645311203e-09,,,,,,
0,22699,0.0,-3.8510732797147895e-11,,,,,,
0,22749,0.0,-1.50802894477442e-11,,,,,,
0,22799,0.0,-1.2088322710038972e-15,,,,,,
0,22849,0.0,-1.016219714714689e-13,,,,,,
0,22899,0.0,-2.182419775632752e-15,,,,,,
0,22949,0.0,-2.7121382396855243e-13,,,,,,
0,22999,0.0,-1.2857622095907573e-06,,,,,,
0,23049,0.0,-4.1531706234883053e-17,,,,,,
0,23099,1.0,-0.9900500774383545,,,,,,
0,23149,1.0,-0.9999645948410034,,,,,,
0,23199,1.0,-0.7114590406417847,,,,,,
0,23249,0.0,-1.2433000809441985e-11,,,,,,
0,23299,1.0,-0.999992847442627,,,,,,
0,23349,1.0,-0.9998639822006226,,,,,,
0,23399,0.0,-1.292567127549743e-13,,,,,,
0,23449,0.0,-8.824810673879746e-12,,,,,,
0,23499,0.0,-5.260549483000754e-13,,,,,,
0,23549,0.0,-1.3823790823153104e-07,,,,,,
0,23599,0.0,-4.803385120211168e-12,,,,,,
0,23649,1.0,-0.9999998807907104,,,,,,
0,23699,0.0,-3.405656290832171e-13,,,,,,
0,23749,1.0,-1.0,,,,,,
0,23799,1.0,-0.9991627931594849,,,,,,
0,23849,0.0,-1.3433244317254123e-12,,,,,,
0,23899,0.0,-4.3136368500611144e-13,,,,,,
0,23949,1.0,-0.5958456993103027,,,,,,
0,23999,1.0,-0.9999997615814209,,,,,,
0,24049,0.0,-4.552316639969134e-13,,,,,,
0,24099,0.0,-4.289802957302413e-10,,,,,,
0,24149,1.0,-0.9999209642410278,,,,,,
0,24199,0.0,-4.676249387713938e-10,,,,,,
0,24249,1.0,-0.9995880722999573,,,,,,
0,24299,0.0,-2.349974164914115e-12,,,,,,
0,24349,0.0,-2.5259322411486096e-10,,,,,,
0,24399,1.0,-0.9999921321868896,,,,,,
0,24449,0.0,-4.287956911742073e-14,,,,,,
0,24499,1.0,-0.9999998807907104,,,,,,
0,24549,1.0,-0.9999998807907104,,,,,,
0,24599,0.0,-6.082843443896459e-15,,,,,,
0,24649,0.0,-4.969614129934907e-12,,,,,,
0,24699,0.0,-7.75435896049892e-11,,,,,,
0,24749,1.0,-0.947019636631012,,,,,,
0,24799,1.0,-0.9981641173362732,,,,,,
0,24849,0.0,-0.0006994723808020353,,,,,,
0,24899,0.0,-7.123954204324434e-10,,,,,,
0,24949,0.0,-0.06495210528373718,,,,,,
0,24999,1.0,-0.9994990825653076,,,,,,
0,25049,1.0,-0.9988082647323608,,,,,,
0,25099,1.0,-0.9999626874923706,,,,,,
0,25149,0.0,-5.384945267472574e-11,,,,,,
0,25199,1.0,-0.9999768733978271,,,,,,
0,25249,1.0,-0.9974316954612732,,,,,,
0,25299,1.0,-0.9935948252677917,,,,,,
0,25349,0.0,-2.3117371905634343e-10,,,,,,
0,25399,0.0,-3.0212646620619843e-12,,,,,,
0,25449,1.0,-0.999994158744812,,,,,,
0,25499,0.0,-2.5886752593948237e-13,,,,,,
0,25549,0.0,-8.718491830176853e-14,,,,,,
0,25599,0.0,-1.7788187589573567e-11,,,,,,
0,25649,1.0,-0.9997624754905701,,,,,,
0,25699,1.0,-0.7620615363121033,,,,,,
0,25749,0.0,-1.4746358648065616e-11,,,,,,
0,25799,1.0,-0.9748249053955078,,,,,,
0,25849,1.0,-0.9999855756759644,,,,,,
0,25899,1.0,-1.0,,,,,,
0,25949,0.0,-4.542738407664615e-11,,,,,,
0,25999,0.0,-1.8246078259398502e-10,,,,,,
0,26049,0.0,-5.849545847702586e-10,,,,,,
0,26099,0.0,-5.011822662610854e-13,,,,,,
0,26149,1.0,-0.9999998807907104,,,,,,
